ID,transaction_id,Category_Code,Unit_Code,Project_Code,transaction_date,customer_id
31,1000000049,Crab & Crack,BU-fca786ffced3,,2026-03-29,3
32,1000000053,Crab & Crack,BU-fca786ffced3,,2026-03-29,1
33,1000000052,Crab & Crack,BU-fca786ffced3,,2026-03-29,1
34,1000000054,Crab & Crack,BU-fca786ffced3,,2026-03-29,1
35,1000000054,Crab & Crack,BU-fca786ffced3,,2026-03-29,2
36,1000000054,Crab & Crack,BU-fca786ffced3,,2026-03-29,3
37,1000000054,Crab & Crack,BU-fca786ffced3,,2026-03-29,4
38,1000000061,Crab & Crack,BU-fca786ffced3,,2026-03-29,1
39,1000000063,Crab & Crack,BU-fca786ffced3,,2026-03-29,1
40,1000000063,Crab & Crack,BU-fca786ffced3,,2026-03-29,2
41,1000000065,Crab & Crack,BU-fca786ffced3,,2026-03-29,1
42,1000000069,Crab & Crack,BU-fca786ffced3,,2026-03-29,1
43,1000000070,Crab & Crack,BU-fca786ffced3,,2026-03-29,1
44,1000000070,Crab & Crack,BU-fca786ffced3,,2026-03-29,2
45,1000000070,Crab & Crack,BU-fca786ffced3,,2026-03-29,3
46,1000000070,Crab & Crack,BU-fca786ffced3,,2026-03-29,4
47,1000000070,Crab & Crack,BU-fca786ffced3,,2026-03-29,5
48,1000000072,Crab & Crack,BU-fca786ffced3,,2026-03-29,1
49,1000000072,Crab & Crack,BU-fca786ffced3,,2026-03-29,2
50,1000000076,Crab & Crack,BU-fca786ffced3,,2026-03-29,1
51,1000000082,Crab & Crack,BU-fca786ffced3,,2026-03-29,1
52,1000000086,Crab & Crack,BU-fca786ffced3,,2026-03-29,1
53,1000000086,Crab & Crack,BU-fca786ffced3,,2026-03-29,2
54,1000000093,Crab & Crack,BU-fca786ffced3,,2026-03-29,1
55,1000000093,Crab & Crack,BU-fca786ffced3,,2026-03-29,2
56,1000000095,Crab & Crack,BU-fca786ffced3,,2026-03-29,1
57,1000000097,Crab & Crack,BU-fca786ffced3,,2026-03-29,1
58,1000000096,Crab & Crack,BU-fca786ffced3,,2026-03-29,1
59,1000000101,Crab & Crack,BU-fca786ffced3,,2026-03-29,1
60,1000000101,Crab & Crack,BU-fca786ffced3,,2026-03-29,2
61,1000000101,Crab & Crack,BU-fca786ffced3,,2026-03-29,3
62,1000000101,Crab & Crack,BU-fca786ffced3,,2026-03-29,4
63,1000000101,Crab & Crack,BU-fca786ffced3,,2026-03-29,5
64,1000000101,Crab & Crack,BU-fca786ffced3,,2026-03-29,6
65,1000000105,Crab & Crack,BU-fca786ffced3,,2026-03-29,1
66,1000000105,Crab & Crack,BU-fca786ffced3,,2026-03-29,2
67,1000000113,Crab & Crack,BU-fca786ffced3,,2026-03-30,1
68,1000000113,Crab & Crack,BU-fca786ffced3,,2026-03-30,2
69,1000000124,Crab & Crack,BU-fca786ffced3,,2026-03-30,1
70,1000000130,Crab & Crack,BU-fca786ffced3,,2026-03-30,1
71,1000000130,Crab & Crack,BU-fca786ffced3,,2026-03-30,2
72,1000000141,Crab & Crack,BU-fca786ffced3,,2026-03-30,1
73,1000000141,Crab & Crack,BU-fca786ffced3,,2026-03-30,2
74,1000000148,Crab & Crack,BU-fca786ffced3,,2026-03-30,1
75,1000000148,Crab & Crack,BU-fca786ffced3,,2026-03-30,2
76,1000000149,Crab & Crack,BU-fca786ffced3,,2026-03-30,1
77,1000000149,Crab & Crack,BU-fca786ffced3,,2026-03-30,2
78,1000000155,Crab & Crack,BU-fca786ffced3,,2026-03-30,1
79,1000000164,Crab & Crack,BU-fca786ffced3,,2026-03-30,1
80,1000000164,Crab & Crack,BU-fca786ffced3,,2026-03-30,2
81,1000000164,Crab & Crack,BU-fca786ffced3,,2026-03-30,3
82,1000000156,Crab & Crack,BU-fca786ffced3,,2026-03-30,1
83,1000000156,Crab & Crack,BU-fca786ffced3,,2026-03-30,2
84,1000000156,Crab & Crack,BU-fca786ffced3,,2026-03-30,3
85,1000000170,Crab & Crack,BU-fca786ffced3,,2026-03-30,1
86,1000000172,Crab & Crack,BU-fca786ffced3,,2026-03-30,1
87,1000000168,Crab & Crack,BU-fca786ffced3,,2026-03-30,1
88,1000000178,Crab & Crack,BU-fca786ffced3,,2026-03-30,1
89,1000000178,Crab & Crack,BU-fca786ffced3,,2026-03-30,2
90,1000000178,Crab & Crack,BU-fca786ffced3,,2026-03-30,3
91,1000000190,Crab & Crack,BU-fca786ffced3,,2026-03-31,1
92,1000000189,Crab & Crack,BU-fca786ffced3,,2026-03-31,1
93,1000000189,Crab & Crack,BU-fca786ffced3,,2026-03-31,2
94,1000000192,Crab & Crack,BU-fca786ffced3,,2026-03-31,1
95,1000000200,Crab & Crack,BU-fca786ffced3,,2026-03-31,1
96,1000000203,Crab & Crack,BU-fca786ffced3,,2026-03-31,1
97,1000000203,Crab & Crack,BU-fca786ffced3,,2026-03-31,2
